query,query_id,seed,method,rank,qmof_id,formula,semantic_score,band_gap,band_gap_available,density,density_available,stability_score,graph_score,availability_mask,relevance_score,balance_score,diversity_contribution,final_score,runtime_ms
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,LEA + GAT,3,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,0.458106,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0138385818960766,0.8898313075304032,110.03712499999807
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,LEA + GAT,4,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,0.428866,1|1|1|1,0.8751665499999999,0.8455586731433868,0.01788907148875296,0.8845047548413276,110.03712499999807
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,44,LEA + GAT,5,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,0.427412,1|1|1|1,0.8751665499999999,0.8455586731433868,0.017575409595156088,0.8842393606901169,110.03712499999807
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,SemanticOnly,1,qmof-fcfab15,Zn2C48H36N8O12,0.643333,3.105757,True,1.544337866,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.05850000000151567
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,SemanticOnly,2,qmof-fcd2fa6,Zn2C32Cl2H20N6O4,0.643333,3.429146,True,1.857717594,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.05850000000151567
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,SemanticOnly,3,qmof-fc5343a,Cd2C48H36N8O12,0.643333,3.124348,True,1.661271975,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.05850000000151567
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,SemanticOnly,4,qmof-f9909c4,Cu6C72H48N24,0.643333,2.363119,True,1.498605893,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.05850000000151567
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,SemanticOnly,5,qmof-f6b0222,Cu3C12H20N22O2,0.643333,2.541575,True,1.81870187,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.05850000000151567
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,WeightedSum,1,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.047458999993921225
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,WeightedSum,2,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.047458999993921225
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,WeightedSum,3,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.047458999993921225
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,WeightedSum,4,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.047458999993921225
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,WeightedSum,5,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.047458999993921225
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,TOPSIS,1,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.260832999996353
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,TOPSIS,2,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.260832999996353
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,TOPSIS,3,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.260832999996353
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,TOPSIS,4,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.260832999996353
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,TOPSIS,5,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.260832999996353
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,ParetoCrowding,1,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,188.86262499999873
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,ParetoCrowding,2,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,188.86262499999873
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,ParetoCrowding,3,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,188.86262499999873
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,ParetoCrowding,4,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,188.86262499999873
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,ParetoCrowding,5,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,188.86262499999873
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,Random,1,qmof-e99706f,Zn3C42H28N4O16,0.643333,3.08432,True,1.793272755,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04316600000464632
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,Random,2,qmof-afcfed2,Zn2C36H28N4O8,0.643333,2.980595,True,1.440108583,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04316600000464632
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,Random,3,qmof-ba1edaa,Zn2C32H20O16,0.643333,3.173971,True,1.846057273,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04316600000464632
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,Random,4,qmof-63270e1,Cd2C44H24N12O8,0.643333,2.902873,True,1.87381103,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04316600000464632
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,Random,5,qmof-8efdd0d,Zn2C26Cl2H16N6O6S2,0.643333,2.488619,True,1.915538103,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04316600000464632
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,MMR,1,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1712.7789160000048
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,MMR,2,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1712.7789160000048
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,MMR,3,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1712.7789160000048
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,MMR,4,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1712.7789160000048
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,MMR,5,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1712.7789160000048
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA,1,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,95.87874999999713
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA,2,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,95.87874999999713
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA,3,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,95.87874999999713
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA,4,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,95.87874999999713
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA,5,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9597224026918412,95.87874999999713
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no diversity,1,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9597224026918412,94.5216670000022
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no diversity,2,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9597224026918412,94.5216670000022
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no diversity,3,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9597224026918412,94.5216670000022
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no diversity,4,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9597224026918412,94.5216670000022
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no diversity,5,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9597224026918412,94.5216670000022
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no self-cleaning,1,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,93.7590829999948
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no self-cleaning,2,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,93.7590829999948
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no self-cleaning,3,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,93.7590829999948
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no self-cleaning,4,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,93.7590829999948
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA no self-cleaning,5,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9597224026918412,93.7590829999948
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GraphSAGE only,1,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,0.311079,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.04312499999770125
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GraphSAGE only,2,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,0.303646,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0033241373021155596,0.8751665499999999,0.04312499999770125
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GraphSAGE only,3,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,0.297293,1|1|1|1,0.8751665499999999,0.8455586731433868,0.004110187524929643,0.8751665499999999,0.04312499999770125
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GraphSAGE only,4,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,0.295888,1|1|1|1,0.8751665499999999,0.8455586731433868,0.003870332264341414,0.8751665499999999,0.04312499999770125
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GraphSAGE only,5,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,0.289179,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0046114866388961675,0.8751665499999999,0.04312499999770125
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GAT only,1,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,0.504522,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.03695800000258487
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GAT only,2,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,0.471145,1|1|1|1,0.8751665499999999,0.8455586731433868,0.014926658011972904,0.8751665499999999,0.03695800000258487
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GAT only,3,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,0.458106,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0138385818960766,0.8751665499999999,0.03695800000258487
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GAT only,4,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,0.428866,1|1|1|1,0.8751665499999999,0.8455586731433868,0.01788907148875296,0.8751665499999999,0.03695800000258487
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,GAT only,5,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,0.427412,1|1|1|1,0.8751665499999999,0.8455586731433868,0.017575409595156088,0.8751665499999999,0.03695800000258487
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GraphSAGE,1,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,0.311079,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8628705084323883,95.8873330000003
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GraphSAGE,2,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,0.303646,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0033241373021155596,0.8614974915981293,95.8873330000003
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GraphSAGE,3,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,0.297293,1|1|1|1,0.8751665499999999,0.8455586731433868,0.004110187524929643,0.8603233605623245,95.8873330000003
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GraphSAGE,4,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,0.295888,1|1|1|1,0.8751665499999999,0.8455586731433868,0.003870332264341414,0.8600636690855026,95.8873330000003
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GraphSAGE,5,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,0.289179,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0046114866388961675,0.858823013305664,95.8873330000003
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GAT,1,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,0.504522,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.898240116238594,94.46633400000337
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GAT,2,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,0.471145,1|1|1|1,0.8751665499999999,0.8455586731433868,0.014926658011972904,0.8921995639801026,94.46633400000337
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GAT,3,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,0.458106,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0138385818960766,0.8898313075304032,94.46633400000337
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GAT,4,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,0.428866,1|1|1|1,0.8751665499999999,0.8455586731433868,0.01788907148875296,0.8845047548413276,94.46633400000337
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,45,LEA + GAT,5,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,0.427412,1|1|1|1,0.8751665499999999,0.8455586731433868,0.017575409595156088,0.8842393606901169,94.46633400000337
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,SemanticOnly,1,qmof-fed171f,Cu2C34H32I2N8,0.643333,3.140349,True,1.942910225,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04887499999739475
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,SemanticOnly,2,qmof-fd1f953,Cu2C26H18N6O8,0.643333,2.532128,True,1.868987904,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04887499999739475
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,SemanticOnly,3,qmof-f839aa6,Cu2C30H24N8O10S2,0.643333,3.058718,True,1.626782066,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04887499999739475
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,SemanticOnly,4,qmof-f837f30,CuC40H24N6O6,0.643333,2.84042,True,1.493300786,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04887499999739475
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,SemanticOnly,5,qmof-f7ad9cd,Cu2C16Cl4H24N12,0.643333,3.427395,True,1.72952347,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.04887499999739475
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,WeightedSum,1,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.04558299999501969
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,WeightedSum,2,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.04558299999501969
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,WeightedSum,3,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.04558299999501969
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,WeightedSum,4,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.04558299999501969
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,WeightedSum,5,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,0.04558299999501969
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,TOPSIS,1,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.1670830000056753
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,TOPSIS,2,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.1670830000056753
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,TOPSIS,3,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.1670830000056753
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,TOPSIS,4,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.1670830000056753
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,TOPSIS,5,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1.1670830000056753
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,ParetoCrowding,1,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,185.55495799999733
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,ParetoCrowding,2,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,185.55495799999733
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,ParetoCrowding,3,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,185.55495799999733
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,ParetoCrowding,4,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,185.55495799999733
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,ParetoCrowding,5,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,185.55495799999733
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,Random,1,qmof-1a901aa,Cd2C26H22N6O14,0.643333,2.611235,True,1.993047842,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.043083000001331584
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,Random,2,qmof-1547f0e,Cu2C50H44I2N4P2,0.643333,1.861861,True,1.618035866,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.043083000001331584
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,Random,3,qmof-a457b47,Cd2C24Cl2H22N10O4,0.643333,1.34542,True,1.809445487,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.043083000001331584
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,Random,4,qmof-9fa0d98,Cu4C28H16N16O4,0.643333,2.451271,True,1.811535811,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.043083000001331584
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,Random,5,qmof-5e9a520,Cu6C18H24N24O18,0.643333,3.084819,True,1.832865192,True,0.7,,1|1|1|1,0.75516655,0.8599924892187119,0.0,0.75516655,0.043083000001331584
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,MMR,1,qmof-e566fbb,Zn2C36H22N6O8,0.643333,2.93315,True,0.83426434,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1666.6633749999987
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,MMR,2,qmof-13a76dd,Zn4C40H28N12O8,0.643333,3.309168,True,0.982716063,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1666.6633749999987
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,MMR,3,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1666.6633749999987
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,MMR,4,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1666.6633749999987
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,MMR,5,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.8751665499999999,1666.6633749999987
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,LEA,1,qmof-ac6a77a,Zn4C76H44N8O16,0.643333,2.401359,True,0.82887956,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,93.91624999999948
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,LEA,2,qmof-cef46c3,Zn2C48H32N8O8,0.643333,2.913296,True,0.7895211,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,93.91624999999948
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,46,LEA,3,qmof-c0f392b,Zn2C44H38N6O12,0.643333,2.464185,True,0.915527725,True,1.0,,1|1|1|1,0.8751665499999999,0.8455586731433868,0.0,0.9703290045261384,93.91624999999948
